2.499334368621930480e-05 2.502564348105806857e-05 2.502036113583017141e-05 2.507398312445729971e-05 2.503090036043431610e-05 2.510278682166244835e-05 2.503115683794021606e-05 2.497977948223706335e-05 2.506955570424906909e-05 2.503665928088594228e-05 2.500313530617859215e-05 2.503012365195900202e-05 2.501682138245087117e-05 2.503115501895081252e-05 2.502300412743352354e-05 2.501602466509211808e-05 2.503252289898227900e-05 2.496478555258363485e-05 2.502113420632667840e-05 2.513808976800646633e-05 2.503731047909241170e-05 2.493786450941115618e-05 2.503459108993411064e-05 2.503174619050696492e-05 2.507834688003640622e-05 2.506058990547899157e-05 2.506491728127002716e-05 2.507550561858806759e-05 2.500175833120010793e-05 2.499268339306581765e-05 2.499121183063834906e-05 2.503365794837009162e-05 2.500745358702261001e-05 2.498080357327125967e-05 2.506444798200391233e-05 2.505814336473122239e-05 2.505076372472103685e-05 2.514366133254952729e-05 2.498963294783607125e-05 2.501243034203071147e-05 2.497627428965643048e-05 2.498944922990631312e-05 2.510635385988280177e-05 2.502457937225699425e-05 2.496470733603928238e-05 2.506193959561642259e-05 2.508204306650441140e-05 2.501967537682503462e-05 2.500712071196176112e-05 2.497266177670098841e-05
2.483974458300508559e-05 2.486499215592630208e-05 2.487703568476717919e-05 2.494213913450948894e-05 2.489288272045087069e-05 2.496184060873929411e-05 2.487239362380933017e-05 2.486148696334566921e-05 2.489968028385192156e-05 2.489169492037035525e-05 2.489569124008994550e-05 2.488089739927090704e-05 2.489751386747229844e-05 2.490599399607162923e-05 2.490581209713127464e-05 2.487824713170994073e-05 2.490458427928388119e-05 2.484986725903581828e-05 2.487731399014592171e-05 2.499790934962220490e-05 2.488206700945738703e-05 2.480930379533674568e-05 2.490432234480977058e-05 2.489723374310415238e-05 2.495350599929224700e-05 2.493387910362798721e-05 2.492853491276036948e-05 2.493473584763705730e-05 2.487735764589160681e-05 2.486201810825150460e-05 2.488864447514060885e-05 2.489924190740566701e-05 2.488766767783090472e-05 2.487657911842688918e-05 2.493294596206396818e-05 2.494173349987249821e-05 2.488879181328229606e-05 2.499622314644511789e-05 2.488021709723398089e-05 2.491026862116996199e-05 2.486897392373066396e-05 2.488457175786606967e-05 2.497696186765097082e-05 2.492546082066837698e-05 2.486711855453904718e-05 2.494144246156793088e-05 2.495070657460018992e-05 2.489508369762916118e-05 2.487960773578379303e-05 2.487705387466121465e-05
2.484063224983401597e-05 2.486583071004133672e-05 2.487805613782256842e-05 2.494315413059666753e-05 2.489399230398703367e-05 2.496277193131390959e-05 2.487387610017322004e-05 2.486267476342618465e-05 2.490049155312590301e-05 2.489230791979935020e-05 2.489643884473480284e-05 2.488176687620580196e-05 2.489841608621645719e-05 2.490697079338133335e-05 2.490675251465290785e-05 2.487939673301298171e-05 2.490573206159751862e-05 2.485080585756804794e-05 2.487833626219071448e-05 2.499898801033850759e-05 2.488310565240681171e-05 2.481049159541726112e-05 2.490525912435259670e-05 2.489833241270389408e-05 2.495475200703367591e-05 2.493492502253502607e-05 2.492972998879849911e-05 2.493558349669910967e-05 2.487853453203570098e-05 2.486273660906590521e-05 2.488968857505824417e-05 2.490027327439747751e-05 2.488870450179092586e-05 2.487750134605448693e-05 2.493390820745844394e-05 2.494263208063784987e-05 2.489022699592169374e-05 2.499744186934549361e-05 2.488120662746950984e-05 2.491119994374457747e-05 2.486989069439005107e-05 2.488549398549366742e-05 2.497798777767457068e-05 2.492711064405739307e-05 2.486798075551632792e-05 2.494230102456640452e-05 2.495178705430589616e-05 2.489650978532154113e-05 2.488102472852915525e-05 2.487835627107415348e-05
2.484299147909041494e-05 2.486818630131892860e-05 2.488128848199266940e-05 2.494570617272984236e-05 2.489950929884798825e-05 2.496722299838438630e-05 2.487568235665094107e-05 2.486686753400135785e-05 2.490264887455850840e-05 2.489542566763702780e-05 2.489899998181499541e-05 2.488350401108618826e-05 2.490107726771384478e-05 2.490957558620721102e-05 2.490923179720994085e-05 2.488198697392363101e-05 2.490764200047124177e-05 2.485308141331188381e-05 2.488095924491062760e-05 2.500088157830759883e-05 2.488575046299956739e-05 2.481234878359828144e-05 2.490794395271223038e-05 2.490173937985673547e-05 2.495665285096038133e-05 2.493752981536090374e-05 2.493194006092380732e-05 2.493784268153831363e-05 2.488175232429057360e-05 2.486585617589298636e-05 2.489247708581387997e-05 2.490255974407773465e-05 2.489059625077061355e-05 2.487972051312681288e-05 2.493692591087892652e-05 2.494458749424666166e-05 2.489251346560195088e-05 2.499967740732245147e-05 2.488304198777768761e-05 2.491441227903123945e-05 2.487273377482779324e-05 2.488713835191447288e-05 2.498095818737056106e-05 2.492892781447153538e-05 2.487092388037126511e-05 2.494526779628358781e-05 2.495425542292650789e-05 2.489982944098301232e-05 2.488336394890211523e-05 2.488049904059153050e-05
2.483960633981041610e-05 2.486488119757268578e-05 2.487695383024401963e-05 2.494205364200752228e-05 2.489277358108665794e-05 2.496175511623732746e-05 2.487231904524378479e-05 2.486138691892847419e-05 2.489958023943472654e-05 2.489149119355715811e-05 2.489555481588467956e-05 2.488077552698086947e-05 2.489743201294913888e-05 2.490589213266503066e-05 2.490569568180944771e-05 2.487815618223976344e-05 2.490446422598324716e-05 2.484978904249146581e-05 2.487712845322676003e-05 2.499776019249111414e-05 2.488193422323092818e-05 2.480919647496193647e-05 2.490420774847734720e-05 2.489711914677172899e-05 2.495343505870550871e-05 2.493375359335914254e-05 2.492845669621601701e-05 2.493463398423045874e-05 2.487727397237904370e-05 2.486190351191908121e-05 2.488856443960685283e-05 2.489913276804145426e-05 2.488755308149848133e-05 2.487649726390372962e-05 2.493286046956200153e-05 2.494158252375200391e-05 2.488866630301345140e-05 2.499616311979480088e-05 2.488009886292275041e-05 2.491016493877395988e-05 2.486883386154659092e-05 2.488445352355483919e-05 2.497684909030795097e-05 2.492537169018760324e-05 2.486698576831258833e-05 2.494134787411894649e-05 2.495056469342671335e-05 2.489497637725435197e-05 2.487951132934540510e-05 2.487694473529700190e-05
2.484033393557183444e-05 2.486555422365199775e-05 2.487755773472599685e-05 2.494284490239806473e-05 2.489359212631825358e-05 2.496244815120007843e-05 2.487291931174695492e-05 2.486209632479585707e-05 2.490061160642653704e-05 2.489261169102974236e-05 2.489677535777445883e-05 2.488164500391576439e-05 2.489815051376353949e-05 2.490702354407403618e-05 2.490650149411521852e-05 2.487895835656672716e-05 2.490534097887575626e-05 2.485079130565281957e-05 2.487799611117225140e-05 2.499849870218895376e-05 2.488270547473803163e-05 2.481002775311935693e-05 2.490505903551820666e-05 2.489781218173447996e-05 2.495423723303247243e-05 2.493480133125558496e-05 2.492927160346880555e-05 2.493521787982899696e-05 2.487817437213379890e-05 2.486250377842225134e-05 2.488952122803311795e-05 2.490008773747831583e-05 2.488863538019359112e-05 2.487745950929820538e-05 2.493368265277240425e-05 2.494241198292002082e-05 2.488937570888083428e-05 2.499705624359194189e-05 2.488107020326424390e-05 2.491113991709426045e-05 2.486998710082843900e-05 2.488554855517577380e-05 2.497798050171695650e-05 2.492613748472649604e-05 2.486782068444881588e-05 2.494247928552795202e-05 2.495156513759866357e-05 2.489596045052167028e-05 2.488018799340352416e-05 2.487763777025975287e-05
2.483964635757729411e-05 2.486488665454089642e-05 2.487694655428640544e-05 2.494207001291215420e-05 2.489281359885353595e-05 2.496176603017374873e-05 2.487233359715901315e-05 2.486141238478012383e-05 2.489961298124399036e-05 2.489151120244059712e-05 2.489557846274692565e-05 2.488082282070536166e-05 2.489744656486436725e-05 2.490591396053787321e-05 2.490573206159751862e-05 2.487818528607022017e-05 2.490446786396205425e-05 2.484979813743848354e-05 2.487715937604662031e-05 2.499777474440634251e-05 2.488194695615675300e-05 2.480922375980298966e-05 2.490422775736078620e-05 2.489714643161278218e-05 2.495345324859954417e-05 2.493378997314721346e-05 2.492847306712064892e-05 2.493466126907151192e-05 2.487731399014592171e-05 2.486194352968595922e-05 2.488857353455387056e-05 2.489913094905205071e-05 2.488754762453027070e-05 2.487654637661762536e-05 2.493289321137126535e-05 2.494160617061425000e-05 2.488868994987569749e-05 2.499617949069943279e-05 2.488011159584857523e-05 2.491015948180574924e-05 2.486884841346181929e-05 2.488447898940648884e-05 2.497689092706423253e-05 2.492539351806044579e-05 2.486700395820662379e-05 2.494137697794940323e-05 2.495060107321478426e-05 2.489498183422256261e-05 2.487954770913347602e-05 2.487696474418044090e-05
2.483967546140775084e-05 2.486498124198988080e-05 2.487706478859763592e-05 2.494212822057306767e-05 2.489286998752504587e-05 2.496183697076048702e-05 2.487239544279873371e-05 2.486151424818672240e-05 2.489968574082013220e-05 2.489158759999554604e-05 2.489567486918531358e-05 2.488082827767357230e-05 2.489751568646170199e-05 2.490601036697626114e-05 2.490577935532201082e-05 2.487824167474173009e-05 2.490455881343223155e-05 2.484989454387687147e-05 2.487724486854858696e-05 2.499784568499308079e-05 2.488203608663752675e-05 2.480932380422018468e-05 2.490432416379917413e-05 2.489720100129488856e-05 2.495354419806972146e-05 2.493387182767037302e-05 2.492856765456963331e-05 2.493472675269003958e-05 2.487734673195518553e-05 2.486197990947403014e-05 2.488868449290748686e-05 2.489921098458580673e-05 2.488764403096865863e-05 2.487658457539509982e-05 2.493294596206396818e-05 2.494162981747649610e-05 2.488876270945183933e-05 2.499625770724378526e-05 2.488019345037173480e-05 2.491026134521234781e-05 2.486887569830287248e-05 2.488453537807799876e-05 2.497695277270395309e-05 2.492546627763658762e-05 2.486705852788873017e-05 2.494148793630301952e-05 2.495063563401345164e-05 2.489504186087287962e-05 2.487959864083677530e-05 2.487702658982016146e-05
2.484078504494391382e-05 2.486596349626779556e-05 2.487809069862123579e-05 2.494338332326151431e-05 2.489369944669306278e-05 2.496320666978135705e-05 2.487380697857588530e-05 2.486249104549642652e-05 2.490056613169144839e-05 2.489305006747599691e-05 2.489679172867909074e-05 2.488208883733022958e-05 2.489872531441505998e-05 2.490674523869529366e-05 2.490654696885030717e-05 2.487947131157852709e-05 2.490577026037499309e-05 2.485078948666341603e-05 2.487805249984376132e-05 2.499886795703787357e-05 2.488323843863327056e-05 2.481037518009543419e-05 2.490520091669168323e-05 2.489813596184831113e-05 2.495434273441787809e-05 2.493486681487411261e-05 2.492970270395744592e-05 2.493574538675602525e-05 2.487844540155492723e-05 2.486297671566717327e-05 2.488943573553115129e-05 2.490050428605172783e-05 2.488870450179092586e-05 2.487786150595638901e-05 2.493402098480146378e-05 2.494251020834781229e-05 2.488988320692442358e-05 2.499739457562100142e-05 2.488151949364691973e-05 2.491144914529286325e-05 2.486969970050267875e-05 2.488572681613732129e-05 2.497830791980959475e-05 2.492706335033290088e-05 2.486800076439976692e-05 2.494251384632661939e-05 2.495144508429802954e-05 2.489584403519984335e-05 2.488061909389216453e-05 2.487821075192186981e-05
2.483974458300508559e-05 2.486503763066139072e-05 2.487706478859763592e-05 2.494220825610682368e-05 2.489290454832371324e-05 2.496188244549557567e-05 2.487243000359740108e-05 2.486149787728209049e-05 2.489968574082013220e-05 2.489161306584719568e-05 2.489569669705815613e-05 2.488093196006957442e-05 2.489752296241931617e-05 2.490600127202924341e-05 2.490582119207829237e-05 2.487827259756159037e-05 2.490458609827328473e-05 2.484991091478150338e-05 2.487726305844262242e-05 2.499791480659041554e-05 2.488208701834082603e-05 2.480936200299765915e-05 2.490430233592633158e-05 2.489730286470148712e-05 2.495354237908031791e-05 2.493393913027830422e-05 2.492855492164380848e-05 2.493477040843572468e-05 2.487737765477504581e-05 2.486201265128329396e-05 2.488869722583331168e-05 2.489925282134208828e-05 2.488772770448122174e-05 2.487666097295004874e-05 2.493297688488382846e-05 2.494169166311621666e-05 2.488878453732468188e-05 2.499628863006364554e-05 2.488025165803264827e-05 2.491027589712757617e-05 2.486891207809094340e-05 2.488463906047400087e-05 2.497697278158739209e-05 2.492554267519153655e-05 2.486706944182515144e-05 2.494147156539838761e-05 2.495065928087569773e-05 2.489509097358677536e-05 2.487969504727516323e-05 2.487707388354465365e-05
