1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04
1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04 1.158936356659978628e-04
1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04 1.158936720457859337e-04
1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04
1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04
1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04 1.158910308731719851e-04
1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04
1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04 1.158916566055268049e-04
1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04
1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04 1.158914601546712220e-04
