1.158897648565471172e-04 1.158897648565471172e-04
1.158898448920808733e-04 1.158898448920808733e-04
1.158905288320966065e-04 1.158905288320966065e-04
1.158913655672222376e-04 1.158913655672222376e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158920495072379708e-04 1.158920495072379708e-04
1.158918894361704588e-04 1.158918894361704588e-04
1.158907034550793469e-04 1.158907034550793469e-04
1.158911254606209695e-04 1.158911254606209695e-04
1.158923041657544672e-04 1.158923041657544672e-04
1.158898448920808733e-04 1.158898448920808733e-04
1.158909508376382291e-04 1.158909508376382291e-04
1.158908635261468589e-04 1.158908635261468589e-04
1.158895975095219910e-04 1.158895975095219910e-04
1.158907834906131029e-04 1.158907834906131029e-04
1.158966988441534340e-04 1.158966988441534340e-04
1.158927261712960899e-04 1.158927261712960899e-04
1.158896848210133612e-04 1.158896848210133612e-04
1.158902741735801101e-04 1.158902741735801101e-04
1.158913655672222376e-04 1.158913655672222376e-04
1.158895975095219910e-04 1.158895975095219910e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158896848210133612e-04 1.158896848210133612e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158993109129369259e-04 1.158993109129369259e-04
1.158937375294044614e-04 1.158937375294044614e-04
1.158909508376382291e-04 1.158909508376382291e-04
1.159011735580861568e-04 1.159011735580861568e-04
1.158902741735801101e-04 1.158902741735801101e-04
1.159018574981018901e-04 1.159018574981018901e-04
1.158908635261468589e-04 1.158908635261468589e-04
1.158929808298125863e-04 1.158929808298125863e-04
1.158916202257387340e-04 1.158916202257387340e-04
1.158917148131877184e-04 1.158917148131877184e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158898448920808733e-04 1.158898448920808733e-04
1.158932354883290827e-04 1.158932354883290827e-04
1.158907834906131029e-04 1.158907834906131029e-04
1.158937375294044614e-04 1.158937375294044614e-04
1.158920495072379708e-04 1.158920495072379708e-04
1.158916347776539624e-04 1.158916347776539624e-04
1.158941668109036982e-04 1.158941668109036982e-04
1.158934828708879650e-04 1.158934828708879650e-04
1.158917148131877184e-04 1.158917148131877184e-04
1.159059902420267463e-04 1.159059902420267463e-04
1.158926461357623339e-04 1.158926461357623339e-04
1.158923041657544672e-04 1.158923041657544672e-04
1.158957675215788186e-04 1.158957675215788186e-04
1.158929007942788303e-04 1.158929007942788303e-04
1.158895174739882350e-04 1.158895174739882350e-04
1.158922168542630970e-04 1.158922168542630970e-04
1.158902741735801101e-04 1.158902741735801101e-04
1.158895174739882350e-04 1.158895174739882350e-04
1.158904487965628505e-04 1.158904487965628505e-04
1.158913655672222376e-04 1.158913655672222376e-04
1.158902741735801101e-04 1.158902741735801101e-04
1.158925515483133495e-04 1.158925515483133495e-04
1.158952582045458257e-04 1.158952582045458257e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158917148131877184e-04 1.158917148131877184e-04
1.158911254606209695e-04 1.158911254606209695e-04
1.158929007942788303e-04 1.158929007942788303e-04
1.158952582045458257e-04 1.158952582045458257e-04
1.158908635261468589e-04 1.158908635261468589e-04
1.158917948487214744e-04 1.158917948487214744e-04
1.158959421445615590e-04 1.158959421445615590e-04
1.158907034550793469e-04 1.158907034550793469e-04
1.158988088718615472e-04 1.158988088718615472e-04
1.158905288320966065e-04 1.158905288320966065e-04
1.158978848252445459e-04 1.158978848252445459e-04
1.158955928985960782e-04 1.158955928985960782e-04
1.159023595391772687e-04 1.159023595391772687e-04
1.158895174739882350e-04 1.158895174739882350e-04
1.158910308731719851e-04 1.158910308731719851e-04
1.158895975095219910e-04 1.158895975095219910e-04
1.158946688519790769e-04 1.158946688519790769e-04
1.158900995505973697e-04 1.158900995505973697e-04
1.158916347776539624e-04 1.158916347776539624e-04
1.158935701823793352e-04 1.158935701823793352e-04
1.159077728516422212e-04 1.159077728516422212e-04
1.158902741735801101e-04 1.158902741735801101e-04
1.158991508418694139e-04 1.158991508418694139e-04
1.158937375294044614e-04 1.158937375294044614e-04
1.158921368187293410e-04 1.158921368187293410e-04
1.158902741735801101e-04 1.158902741735801101e-04
1.158895975095219910e-04 1.158895975095219910e-04
1.158958548330701888e-04 1.158958548330701888e-04
1.159103849204257131e-04 1.159103849204257131e-04
1.158895174739882350e-04 1.158895174739882350e-04
1.158903542091138661e-04 1.158903542091138661e-04
1.158896848210133612e-04 1.158896848210133612e-04
1.159013481810688972e-04 1.159013481810688972e-04
1.158940722234547138e-04 1.158940722234547138e-04
1.158907034550793469e-04 1.158907034550793469e-04
1.158920495072379708e-04 1.158920495072379708e-04
1.158900995505973697e-04 1.158900995505973697e-04
1.158927261712960899e-04 1.158927261712960899e-04
1.158902741735801101e-04 1.158902741735801101e-04
1.158912054961547256e-04 1.158912054961547256e-04
1.158912054961547256e-04 1.158912054961547256e-04
1.158932354883290827e-04 1.158932354883290827e-04
1.158900995505973697e-04 1.158900995505973697e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158905288320966065e-04 1.158905288320966065e-04
1.158922168542630970e-04 1.158922168542630970e-04
1.159009261755272746e-04 1.159009261755272746e-04
1.158919694717042148e-04 1.158919694717042148e-04
1.158896848210133612e-04 1.158896848210133612e-04
1.158908635261468589e-04 1.158908635261468589e-04
1.158941668109036982e-04 1.158941668109036982e-04
1.158951781690120697e-04 1.158951781690120697e-04
1.158913655672222376e-04 1.158913655672222376e-04
1.158906088676303625e-04 1.158906088676303625e-04
1.158900195150636137e-04 1.158900195150636137e-04
1.158933155238628387e-04 1.158933155238628387e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.159015082521364093e-04 1.159015082521364093e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158900995505973697e-04 1.158900995505973697e-04
1.158931554527953267e-04 1.158931554527953267e-04
1.159011735580861568e-04 1.159011735580861568e-04
1.158928062068298459e-04 1.158928062068298459e-04
1.158907834906131029e-04 1.158907834906131029e-04
1.158931554527953267e-04 1.158931554527953267e-04
1.158895174739882350e-04 1.158895174739882350e-04
1.158915401902049780e-04 1.158915401902049780e-04
1.158918748842552304e-04 1.158918748842552304e-04
1.158918894361704588e-04 1.158918894361704588e-04
1.158895975095219910e-04 1.158895975095219910e-04
1.158895975095219910e-04 1.158895975095219910e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158902741735801101e-04 1.158902741735801101e-04
1.158905288320966065e-04 1.158905288320966065e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158917948487214744e-04 1.158917948487214744e-04
1.158896848210133612e-04 1.158896848210133612e-04
1.158946688519790769e-04 1.158946688519790769e-04
1.158895975095219910e-04 1.158895975095219910e-04
1.158916347776539624e-04 1.158916347776539624e-04
1.158913655672222376e-04 1.158913655672222376e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158914601546712220e-04 1.158914601546712220e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158896848210133612e-04 1.158896848210133612e-04
1.158901941380463541e-04 1.158901941380463541e-04
1.158908635261468589e-04 1.158908635261468589e-04
1.158899394795298576e-04 1.158899394795298576e-04
1.158906088676303625e-04 1.158906088676303625e-04
1.158916347776539624e-04 1.158916347776539624e-04
1.158901941380463541e-04 1.158901941380463541e-04
1.158956074505113065e-04 1.158956074505113065e-04
1.158900995505973697e-04 1.158900995505973697e-04
1.158917148131877184e-04 1.158917148131877184e-04
1.158895975095219910e-04 1.158895975095219910e-04
1.158900195150636137e-04 1.158900195150636137e-04
1.158896848210133612e-04 1.158896848210133612e-04
1.158946688519790769e-04 1.158946688519790769e-04
1.158918894361704588e-04 1.158918894361704588e-04
1.158906088676303625e-04 1.158906088676303625e-04
1.158921368187293410e-04 1.158921368187293410e-04
1.158945815404877067e-04 1.158945815404877067e-04
1.158899394795298576e-04 1.158899394795298576e-04
1.158923041657544672e-04 1.158923041657544672e-04
1.158897648565471172e-04 1.158897648565471172e-04
1.158922168542630970e-04 1.158922168542630970e-04
1.158898448920808733e-04 1.158898448920808733e-04
1.158900195150636137e-04 1.158900195150636137e-04
1.158912054961547256e-04 1.158912054961547256e-04
1.159069215646013618e-04 1.159069215646013618e-04
1.158938175649382174e-04 1.158938175649382174e-04
1.158900195150636137e-04 1.158900195150636137e-04
1.158924715127795935e-04 1.158924715127795935e-04
1.158904487965628505e-04 1.158904487965628505e-04
1.158912054961547256e-04 1.158912054961547256e-04
1.158917948487214744e-04 1.158917948487214744e-04
1.158927261712960899e-04 1.158927261712960899e-04
1.158932354883290827e-04 1.158932354883290827e-04
1.158904487965628505e-04 1.158904487965628505e-04
1.158915401902049780e-04 1.158915401902049780e-04
1.158898448920808733e-04 1.158898448920808733e-04
1.158952582045458257e-04 1.158952582045458257e-04
