1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04
1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04 1.158908708021044731e-04
1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04 1.158909435616806149e-04
1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04 1.158910235972143710e-04
1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04 1.158908635261468589e-04
1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04
1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04 1.158910818048752844e-04
1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04 1.158909508376382291e-04
1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04 1.158910017693415284e-04
1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04 1.158911109087057412e-04
