,dim,train_ndcg,vad_ndcg,test_ndcg,train_mse_pos,vad_mse_pos,test_mse_pos,train_mse_neg,vad_mse_neg,test_mse_neg,train_mse_all,vad_mse_all,test_mse_all,train_mae_pos,vad_mae_pos,test_mae_pos,train_mae_neg,vad_mae_neg,test_mae_neg,train_mae_all,vad_mae_all,test_mae_all,train_avg_col_mse_pos,vad_avg_col_mse_pos,test_avg_col_mse_pos,train_avg_col_mse_neg,vad_avg_col_mse_neg,test_avg_col_mse_neg,train_avg_col_mse_all,vad_avg_col_mse_all,test_avg_col_mse_all,train_avg_col_mae_pos,vad_avg_col_mae_pos,test_avg_col_mae_pos,train_avg_col_mae_neg,vad_avg_col_mae_neg,test_avg_col_mae_neg,train_avg_col_mae_all,vad_avg_col_mae_all,test_avg_col_mae_all,train_poisson_pos_plp,vad_poisson_pos_plp,test_poisson_pos_plp,train_poisson_neg_plp,vad_poisson_neg_plp,test_poisson_neg_plp,train_poisson_all_plp,vad_poisson_all_plp,test_poisson_all_plp,train_normal_pos_plp,vad_normal_pos_plp,test_normal_pos_plp,train_normal_neg_plp,vad_normal_neg_plp,test_normal_neg_plp,train_normal_all_plp,vad_normal_all_plp,test_normal_all_plp,train_ric_rank,vad_ric_rank,test_ric_rank,train_mean_perc_rank,vad_mean_perc_rank,test_mean_perc_rank,test_mse,test_mae,model,alpha,K,K0,priorU,priorV,binary,niter,batch,thold,diversity,novelty,coverage,train_recall1,vad_recall1,test_recall1,train_ndcg1,vad_ndcg1,test_ndcg1,train_prec1,vad_prec1,test_prec1,train_map1,vad_map1,test_map1,train_recall2,vad_recall2,test_recall2,train_ndcg2,vad_ndcg2,test_ndcg2,train_prec2,vad_prec2,test_prec2,train_map2,vad_map2,test_map2,train_recall3,vad_recall3,test_recall3,train_ndcg3,vad_ndcg3,test_ndcg3,train_prec3,vad_prec3,test_prec3,train_map3,vad_map3,test_map3,train_recall4,vad_recall4,test_recall4,train_ndcg4,vad_ndcg4,test_ndcg4,train_prec4,vad_prec4,test_prec4,train_map4,vad_map4,test_map4,train_recall5,vad_recall5,test_recall5,train_ndcg5,vad_ndcg5,test_ndcg5,train_prec5,vad_prec5,test_prec5,train_map5,vad_map5,test_map5,train_recall6,vad_recall6,test_recall6,train_ndcg6,vad_ndcg6,test_ndcg6,train_prec6,vad_prec6,test_prec6,train_map6,vad_map6,test_map6,train_recall7,vad_recall7,test_recall7,train_ndcg7,vad_ndcg7,test_ndcg7,train_prec7,vad_prec7,test_prec7,train_map7,vad_map7,test_map7,train_recall8,vad_recall8,test_recall8,train_ndcg8,vad_ndcg8,test_ndcg8,train_prec8,vad_prec8,test_prec8,train_map8,vad_map8,test_map8,train_recall9,vad_recall9,test_recall9,train_ndcg9,vad_ndcg9,test_ndcg9,train_prec9,vad_prec9,test_prec9,train_map9,vad_map9,test_map9,train_recall10,vad_recall10,test_recall10,train_ndcg10,vad_ndcg10,test_ndcg10,train_prec10,vad_prec10,test_prec10,train_map10,vad_map10,test_map10,train_recall20,vad_recall20,test_recall20,train_ndcg20,vad_ndcg20,test_ndcg20,train_prec20,vad_prec20,test_prec20,train_map20,vad_map20,test_map20,train_recall50,vad_recall50,test_recall50,train_ndcg50,vad_ndcg50,test_ndcg50,train_prec50,vad_prec50,test_prec50,train_map50,vad_map50,test_map50,train_recall100,vad_recall100,test_recall100,train_ndcg100,vad_ndcg100,test_ndcg100,train_prec100,vad_prec100,test_prec100,train_map100,vad_map100,test_map100
0,5,0.8324281607559966,0.8665546835141253,0.8211208370105725,4.021067142486572,4.086779594421387,2.012774705886841,,,,4.021067142486572,4.086779594421387,2.012774705886841,1.6048617362976074,1.6153064966201782,1.0644493103027344,,,,1.6048617362976074,1.6153064966201782,1.0644493103027344,5.54482889175415,5.591892242431641,2.0121896266937256,,,,1.6717658042907715,1.6749809980392456,1.6800618171691895,1.8544005155563354,1.855759859085083,1.0644469261169434,,,,1.0618791580200195,1.062963843345642,1.064602017402649,-2.4985626873183566,-2.5600070355692446,-2.374726210310513,,,,-2.4985626873183566,-2.5600070355692446,-2.374726210310513,-2.9294721857406407,-2.9623284250257553,-1.9253258977501613,,,,-2.9294721857406407,-2.9623284250257553,-1.9253258977501613,0.40653838198176684,0.5192656834000365,0.3747184351836755,0.42030047090527756,0.39098231175891646,0.42963381486119173,2.012774705886841,1.0644493103027344,wg_wmf_obs,40,5,1,1.0,1.0,0,20000,100,3,0.030053283846997597,3.4176237623476755,0.035,0.6913098061096388,0.7254271943917044,0.4801121876593575,0.5853796157759291,0.6538411235461927,0.5617514934289128,0.6436363458633423,0.6450649499893188,0.12227272987365723,0.6913098061096388,0.7254271943917044,0.4801121876593575,0.7121634816571348,0.7703738863735943,0.4804946455889852,0.6262264667425557,0.715696518854453,0.5961233445709769,0.638993501663208,0.630129873752594,0.10948052257299423,0.07598688798995676,0.17847232364539214,0.1339877613462519,0.7538127121402334,0.8597926099021469,0.520865204827469,0.6728575103409564,0.7831420176434073,0.6316845286091033,0.6316882967948914,0.6120346784591675,0.10268399119377136,0.0982005858557679,0.21503334793826978,0.1510283868774435,0.8123111080113452,0.905134852246726,0.5763003569607343,0.7192764479929917,0.8136020531756482,0.665398976194958,0.6204870343208313,0.5420129895210266,0.09727272391319275,0.10949923280792301,0.18645027019132468,0.16809026007139213,0.8647940205514485,0.9348851078331143,0.643523712391637,0.7544332710237932,0.8317967794166539,0.6974116205616548,0.5928052067756653,0.4799610674381256,0.09392208606004715,0.11096387222764681,0.184212063677523,0.18689444161142274,0.9037813270098108,0.9541295457864759,0.7172063573006969,0.7782738095110738,0.8431138475465403,0.7262321087799191,0.5546103715896606,0.42721861600875854,0.0909632071852684,0.1087087924861673,0.18292682926829268,0.20593234744178143,0.9271187453918658,0.9666320668766994,0.7891406231028872,0.7926140167950104,0.8498444382203015,0.7521031934802126,0.511549174785614,0.38286644220352173,0.08821891993284225,0.10661977163581292,0.1817167059609005,0.22055073941866396,0.9451643650904357,0.9752688003783373,0.8609683470532529,0.8031586499147108,0.8543025542490196,0.7766780725961318,0.47290584444999695,0.34586039185523987,0.08563311398029327,0.10600327800251082,0.18171279392434642,0.23811193268740438,0.9567115745261233,0.9813064637275971,0.9294040334134673,0.80977579946719,0.8574748517557214,0.79929042156526,0.43670275807380676,0.314870148897171,0.08326118439435959,0.10598874784953735,0.18159615727893808,0.2527621961584226,0.966541707351095,0.9858445420425119,1.0,0.815003846278636,0.8596801765316464,0.8211208370105725,0.40540260076522827,0.2882857024669647,0.08129221200942993,0.10617938345654904,0.18158317511318825,0.2689444161142275,0.9946875974287032,0.9978408718638192,1.0,0.8298384383892622,0.8655118790079307,0.8211208370105725,0.2255876660346985,0.15307468175888062,0.040646106004714966,0.10598061096387222,0.18170731707317075,0.268230494645589,0.9995487598151059,0.9997707172782707,1.0,0.8321639828428996,0.8664129112260761,0.8211208370105725,0.09327792376279831,0.06261038780212402,0.016258442774415016,0.10615148556284,0.18175843435081057,0.268230494645589,0.9999023863108601,0.999960421716173,1.0,0.8323662316737422,0.8665256117676833,0.8211208370105725,0.04707727208733559,0.03156363591551781,0.008129221387207508,0.10615148556284,0.18175843435081057,0.268230494645589
