,dim,train_ndcg,vad_ndcg,test_ndcg,train_mse_pos,vad_mse_pos,test_mse_pos,train_mse_neg,vad_mse_neg,test_mse_neg,train_mse_all,vad_mse_all,test_mse_all,train_mae_pos,vad_mae_pos,test_mae_pos,train_mae_neg,vad_mae_neg,test_mae_neg,train_mae_all,vad_mae_all,test_mae_all,train_avg_col_mse_pos,vad_avg_col_mse_pos,test_avg_col_mse_pos,train_avg_col_mse_neg,vad_avg_col_mse_neg,test_avg_col_mse_neg,train_avg_col_mse_all,vad_avg_col_mse_all,test_avg_col_mse_all,train_avg_col_mae_pos,vad_avg_col_mae_pos,test_avg_col_mae_pos,train_avg_col_mae_neg,vad_avg_col_mae_neg,test_avg_col_mae_neg,train_avg_col_mae_all,vad_avg_col_mae_all,test_avg_col_mae_all,train_poisson_pos_plp,vad_poisson_pos_plp,test_poisson_pos_plp,train_poisson_neg_plp,vad_poisson_neg_plp,test_poisson_neg_plp,train_poisson_all_plp,vad_poisson_all_plp,test_poisson_all_plp,train_normal_pos_plp,vad_normal_pos_plp,test_normal_pos_plp,train_normal_neg_plp,vad_normal_neg_plp,test_normal_neg_plp,train_normal_all_plp,vad_normal_all_plp,test_normal_all_plp,train_ric_rank,vad_ric_rank,test_ric_rank,train_mean_perc_rank,vad_mean_perc_rank,test_mean_perc_rank,test_mse,test_mae,model,alpha,K,K0,priorU,priorV,binary,niter,batch,thold,train_recall1,vad_recall1,test_recall1,train_ndcg1,vad_ndcg1,test_ndcg1,train_prec1,vad_prec1,test_prec1,train_map1,vad_map1,test_map1,train_recall2,vad_recall2,test_recall2,train_ndcg2,vad_ndcg2,test_ndcg2,train_prec2,vad_prec2,test_prec2,train_map2,vad_map2,test_map2,train_recall3,vad_recall3,test_recall3,train_ndcg3,vad_ndcg3,test_ndcg3,train_prec3,vad_prec3,test_prec3,train_map3,vad_map3,test_map3,train_recall4,vad_recall4,test_recall4,train_ndcg4,vad_ndcg4,test_ndcg4,train_prec4,vad_prec4,test_prec4,train_map4,vad_map4,test_map4,train_recall5,vad_recall5,test_recall5,train_ndcg5,vad_ndcg5,test_ndcg5,train_prec5,vad_prec5,test_prec5,train_map5,vad_map5,test_map5,train_recall6,vad_recall6,test_recall6,train_ndcg6,vad_ndcg6,test_ndcg6,train_prec6,vad_prec6,test_prec6,train_map6,vad_map6,test_map6,train_recall7,vad_recall7,test_recall7,train_ndcg7,vad_ndcg7,test_ndcg7,train_prec7,vad_prec7,test_prec7,train_map7,vad_map7,test_map7,train_recall8,vad_recall8,test_recall8,train_ndcg8,vad_ndcg8,test_ndcg8,train_prec8,vad_prec8,test_prec8,train_map8,vad_map8,test_map8,train_recall9,vad_recall9,test_recall9,train_ndcg9,vad_ndcg9,test_ndcg9,train_prec9,vad_prec9,test_prec9,train_map9,vad_map9,test_map9,train_recall10,vad_recall10,test_recall10,train_ndcg10,vad_ndcg10,test_ndcg10,train_prec10,vad_prec10,test_prec10,train_map10,vad_map10,test_map10,train_recall20,vad_recall20,test_recall20,train_ndcg20,vad_ndcg20,test_ndcg20,train_prec20,vad_prec20,test_prec20,train_map20,vad_map20,test_map20,train_recall50,vad_recall50,test_recall50,train_ndcg50,vad_ndcg50,test_ndcg50,train_prec50,vad_prec50,test_prec50,train_map50,vad_map50,test_map50,train_recall100,vad_recall100,test_recall100,train_ndcg100,vad_ndcg100,test_ndcg100,train_prec100,vad_prec100,test_prec100,train_map100,vad_map100,test_map100
0,5,0.8317252761887837,0.865533353191624,0.8217149338328993,4.046075344085693,4.1031413078308105,2.0209946632385254,,,,4.046075344085693,4.1031413078308105,2.0209946632385254,1.6070116758346558,1.6175930500030518,1.0688186883926392,,,,1.6070116758346558,1.6175930500030518,1.0688186883926392,5.610816478729248,5.642640590667725,2.0209617614746094,,,,1.6726096868515015,1.67564058303833,1.6806470155715942,1.865784764289856,1.8638012409210205,1.068774938583374,,,,1.0577070713043213,1.0587584972381592,1.0603907108306885,-2.5121999083963638,-2.5693246879247935,-2.36119996961034,,,,-2.5121999083963638,-2.5693246879247935,-2.36119996961034,-2.9419762411440518,-2.9705090986300666,-1.9294359500404188,,,,-2.9419762411440518,-2.9705090986300666,-1.9294359500404188,0.4067856287344934,0.5171939267403114,0.3753426707576527,0.4201050876251981,0.39096995176387833,0.42953099390200444,2.0209946632385254,1.0688186883926392,wg_wmf_obs,40,5,1,1.0,1.0,0,20000,100,3,0.693820616543451,0.7214108368628597,0.4854665986741458,0.5826405729447204,0.6494324016996827,0.5643503441998067,0.6459740400314331,0.6414934992790222,0.12363636493682861,0.693820616543451,0.7214108368628597,0.4854665986741458,0.7143604407867206,0.7728567255732438,0.4825344212136665,0.6246769015660198,0.7155339333118288,0.5969939631776477,0.640681803226471,0.6325324773788452,0.10980519652366638,0.07685869716836378,0.17876442237476267,0.13500764915859256,0.7556958199655927,0.8609244924784577,0.5245622981472037,0.6726710151208127,0.7831899018062127,0.6332162854728083,0.6338528394699097,0.6132251024246216,0.1029004380106926,0.09689868414934671,0.21496032325592715,0.15604283528811827,0.8134270237597062,0.9048731804683315,0.5806348801631821,0.7191397583033635,0.8127466762043611,0.6675579076533356,0.6217532753944397,0.5420292019844055,0.09780844300985336,0.10974333937787698,0.18736307872060756,0.17338092809790923,0.8661772911145209,0.9349483958911446,0.64407190209077,0.754324289738998,0.8309094089664673,0.6984369988718033,0.5941558480262756,0.47997400164604187,0.09396104514598846,0.1109359743339378,0.1846502117715788,0.18898521162672105,0.9040963407262752,0.9551506742612336,0.7133562808091111,0.7778401349793895,0.8424864446316093,0.7270170897697096,0.5549134612083435,0.42769479751586914,0.09070346504449844,0.1087087924861673,0.18297551238985446,0.20491245962944077,0.9269910461045906,0.9664394208099482,0.7839501226293679,0.7921614344183693,0.8487491840457233,0.7524062952228134,0.511549174785614,0.38268089294433594,0.08778293430805206,0.10644042803339775,0.18191491581297334,0.2207328622422962,0.9447748739613016,0.9747389367606252,0.8571389111483451,0.8025130359366295,0.8532176992171027,0.7768480002034419,0.47282466292381287,0.3458198010921478,0.08539772778749466,0.1060643046449993,0.18143895136556157,0.2370601733809281,0.9566060994537768,0.9817471618899253,0.9309891090551469,0.8092066994087844,0.856584247978809,0.8001455866032042,0.43680378794670105,0.31502169370651245,0.08334055542945862,0.10571751832736628,0.1818963698619022,0.25383874440478216,0.9662258910166568,0.9859579041684342,1.0,0.8143422026811707,0.8586772051137048,0.8217149338328993,0.40543508529663086,0.2883506417274475,0.08129221200942993,0.10604686846143116,0.18182415656491896,0.2690464048954615,0.9947603303050404,0.9978733428936785,1.0,0.8291462391309239,0.8644802728757615,0.8217149338328993,0.22562986612319946,0.1530681848526001,0.040646106004714966,0.10601548333100852,0.18170731707317075,0.268230494645589,0.9995892958616889,0.9997525121419003,1.0,0.8314733926870173,0.865384764989491,0.8217149338328993,0.09330388903617859,0.06260519474744797,0.016258442774415016,0.10615148556284,0.18175843435081057,0.268230494645589,0.9998934186296997,0.9999621762052943,1.0,0.8316600549867822,0.8655044798048904,0.8217149338328993,0.047074027359485626,0.031562987715005875,0.008129221387207508,0.10615148556284,0.18175843435081057,0.268230494645589
