,dim,train_ndcg,vad_ndcg,test_ndcg,train_mse_pos,vad_mse_pos,test_mse_pos,train_mse_neg,vad_mse_neg,test_mse_neg,train_mse_all,vad_mse_all,test_mse_all,train_mae_pos,vad_mae_pos,test_mae_pos,train_mae_neg,vad_mae_neg,test_mae_neg,train_mae_all,vad_mae_all,test_mae_all,train_avg_col_mse_pos,vad_avg_col_mse_pos,test_avg_col_mse_pos,train_avg_col_mse_neg,vad_avg_col_mse_neg,test_avg_col_mse_neg,train_avg_col_mse_all,vad_avg_col_mse_all,test_avg_col_mse_all,train_avg_col_mae_pos,vad_avg_col_mae_pos,test_avg_col_mae_pos,train_avg_col_mae_neg,vad_avg_col_mae_neg,test_avg_col_mae_neg,train_avg_col_mae_all,vad_avg_col_mae_all,test_avg_col_mae_all,train_poisson_pos_plp,vad_poisson_pos_plp,test_poisson_pos_plp,train_poisson_neg_plp,vad_poisson_neg_plp,test_poisson_neg_plp,train_poisson_all_plp,vad_poisson_all_plp,test_poisson_all_plp,train_normal_pos_plp,vad_normal_pos_plp,test_normal_pos_plp,train_normal_neg_plp,vad_normal_neg_plp,test_normal_neg_plp,train_normal_all_plp,vad_normal_all_plp,test_normal_all_plp,train_ric_rank,vad_ric_rank,test_ric_rank,train_mean_perc_rank,vad_mean_perc_rank,test_mean_perc_rank,test_mse,test_mae,model,alpha,K,K0,priorU,priorV,binary,niter,batch,thold,diversity,novelty,coverage,diversity_train,diversity_vad,diversity_test,novelty_train,novelty_vad,novelty_test,coverage_train,coverage_vad,coverage_test,train_recall1,vad_recall1,test_recall1,train_ndcg1,vad_ndcg1,test_ndcg1,train_prec1,vad_prec1,test_prec1,train_map1,vad_map1,test_map1,train_recall2,vad_recall2,test_recall2,train_ndcg2,vad_ndcg2,test_ndcg2,train_prec2,vad_prec2,test_prec2,train_map2,vad_map2,test_map2,train_recall3,vad_recall3,test_recall3,train_ndcg3,vad_ndcg3,test_ndcg3,train_prec3,vad_prec3,test_prec3,train_map3,vad_map3,test_map3,train_recall4,vad_recall4,test_recall4,train_ndcg4,vad_ndcg4,test_ndcg4,train_prec4,vad_prec4,test_prec4,train_map4,vad_map4,test_map4,train_recall5,vad_recall5,test_recall5,train_ndcg5,vad_ndcg5,test_ndcg5,train_prec5,vad_prec5,test_prec5,train_map5,vad_map5,test_map5,train_recall6,vad_recall6,test_recall6,train_ndcg6,vad_ndcg6,test_ndcg6,train_prec6,vad_prec6,test_prec6,train_map6,vad_map6,test_map6,train_recall7,vad_recall7,test_recall7,train_ndcg7,vad_ndcg7,test_ndcg7,train_prec7,vad_prec7,test_prec7,train_map7,vad_map7,test_map7,train_recall8,vad_recall8,test_recall8,train_ndcg8,vad_ndcg8,test_ndcg8,train_prec8,vad_prec8,test_prec8,train_map8,vad_map8,test_map8,train_recall9,vad_recall9,test_recall9,train_ndcg9,vad_ndcg9,test_ndcg9,train_prec9,vad_prec9,test_prec9,train_map9,vad_map9,test_map9,train_recall10,vad_recall10,test_recall10,train_ndcg10,vad_ndcg10,test_ndcg10,train_prec10,vad_prec10,test_prec10,train_map10,vad_map10,test_map10,train_recall20,vad_recall20,test_recall20,train_ndcg20,vad_ndcg20,test_ndcg20,train_prec20,vad_prec20,test_prec20,train_map20,vad_map20,test_map20,train_recall50,vad_recall50,test_recall50,train_ndcg50,vad_ndcg50,test_ndcg50,train_prec50,vad_prec50,test_prec50,train_map50,vad_map50,test_map50,train_recall100,vad_recall100,test_recall100,train_ndcg100,vad_ndcg100,test_ndcg100,train_prec100,vad_prec100,test_prec100,train_map100,vad_map100,test_map100
0,20,0.8332853845304053,0.8294264276354408,0.8377022563997859,245.425048828125,243.094482421875,244.24749755859375,,,,245.425048828125,243.094482421875,244.24749755859375,15.584151268005371,15.511500358581543,15.546216011047363,,,,15.584151268005371,15.511500358581543,15.546216011047363,254.17919921875,250.4188690185547,252.6495819091797,,,,361.9205017089844,362.1941223144531,362.2333984375,15.851932525634766,15.741456031799316,15.809039115905762,,,,18.987743377685547,18.995685577392578,18.996843338012695,-11.65957152555712,-11.547342735365852,-11.6108273033659,,,,-11.65957152555712,-11.547342735365852,-11.6108273033659,-123.63146288671122,-122.46618257546486,-123.04268717110648,,,,-123.63146288671122,-122.46618257546486,-123.04268717110648,0.1732583922513361,0.23207627732589697,0.2545855489458455,0.491039804519028,0.486397387048358,0.48457993883956657,244.24749755859375,15.546216011047363,wg_wmf_cau_ips,40,20,20,1.0,1.0,0,500,100,3,0.01979783880906027,inf,0.0049362402303578775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032786885245901,0.8947368421052632,0.8801313628899836,0.5349435326704355,0.5170722504879418,0.5508051016134715,0.9032787084579468,0.8918032646179199,0.8786885142326355,0.9032786885245901,0.8947368421052632,0.8801313628899836,0.8959016393442623,0.8741776315789473,0.8834154351395731,0.5407404929368175,0.5375028352135943,0.5686300235550121,0.895901620388031,0.8704918026924133,0.8762295246124268,0.0,0.004111842105263158,0.017241379310344827,0.8956284153005464,0.8834978070175438,0.8861521620142311,0.5462116731323862,0.5614788467417973,0.5944915806845498,0.8956284523010254,0.8759563565254211,0.8677595257759094,0.001092896174863388,0.007675438596491227,0.019704433497536946,0.8938524590163934,0.8965186403508772,0.8897099069512862,0.5587236248012014,0.5879351802414126,0.6117147064138851,0.8926229476928711,0.8774589896202087,0.8549180030822754,0.000819672131147541,0.006167763157894737,0.01683087027914614,0.8936065573770492,0.9087719298245613,0.8996989600437876,0.5710049638170552,0.6094631579335896,0.6322546778980977,0.8895081281661987,0.8734425902366638,0.8455737233161926,0.002950819672131147,0.009868421052631578,0.019376026272578,0.8956284153005464,0.9201206140350876,0.910344827586207,0.588797188181315,0.631250328297976,0.6537147860517319,0.8879780769348145,0.8622950911521912,0.833879828453064,0.0049180327868852455,0.006304824561403508,0.019978106185002734,0.9008782201405153,0.9227561090225564,0.9186332004065993,0.6042059774471512,0.6433178646994626,0.6696649964233615,0.8850117921829224,0.8423888087272644,0.8142857551574707,0.004683840749414519,0.005169172932330826,0.016420361247947456,0.9060597189695552,0.927437734962406,0.9251681132223004,0.6177753743263722,0.6563318350265639,0.6814624811793804,0.8780737519264221,0.8243852257728577,0.7940573692321777,0.005122950819672131,0.004523026315789474,0.014367816091954023,0.9103857663283891,0.9296985954469508,0.930015377798629,0.6302621587018972,0.6680034428285497,0.6920282199758494,0.8681238293647766,0.8034607768058777,0.7734062075614929,0.003278688524590164,0.004385964912280702,0.013683634373289547,0.911250975800156,0.9311618890977444,0.932781426746944,0.6388449179793029,0.6782413560014138,0.7002471463971477,0.8554097414016724,0.7819672226905823,0.7522950768470764,0.004098360655737705,0.003453947368421053,0.01297208538587849,0.9339476783994116,0.9511811832504328,0.9547206208557228,0.7058033061430967,0.7354499544321912,0.7542082812000264,0.7250819206237793,0.6266393661499023,0.591803252696991,0.0018852459016393446,0.0024671052631578946,0.011822660098522167,0.9669484774653215,0.9774959314860378,0.977810505097897,0.7729764680758876,0.7922648286702086,0.8048009208878842,0.5001966953277588,0.4036393463611603,0.3733770549297333,0.0016721311475409836,0.0017105263157894738,0.011494252873563218,0.9808491783562252,0.9900818600472108,0.9911218952709485,0.8046277515643382,0.8162452984151313,0.8265870330810667,0.3373115062713623,0.25762292742729187,0.23529508709907532,0.0016557377049180328,0.0016611842105263158,0.011494252873563218
